t,Capital,Lambda,Costo_Mult,Modelo
t1,13397.964948485242,0.3,0.01,GAMS
t2,12113.559629648924,0.3,0.01,GAMS
t3,10416.835827204231,0.3,0.01,GAMS
t4,11989.226996913649,0.3,0.01,GAMS
t5,13385.793794130142,0.3,0.01,GAMS
t6,16347.227686468237,0.3,0.01,GAMS
t7,18795.911861288103,0.3,0.01,GAMS
t8,14667.408598072121,0.3,0.01,GAMS
t9,15661.261233455856,0.3,0.01,GAMS
t10,17954.18614723719,0.3,0.01,GAMS
t11,18582.62596788748,0.3,0.01,GAMS
t12,17786.63058270339,0.3,0.01,GAMS
t13,19025.568286806654,0.3,0.01,GAMS
t14,19472.65139486334,0.3,0.01,GAMS
t15,20842.755617110903,0.3,0.01,GAMS
t16,18750.209907770768,0.3,0.01,GAMS
t17,21363.764126878385,0.3,0.01,GAMS
t18,23428.501920686136,0.3,0.01,GAMS
t19,22333.608150619864,0.3,0.01,GAMS
t20,14957.37510813278,0.3,0.01,GAMS
t21,14452.016772036457,0.3,0.01,GAMS
t22,15832.189677656097,0.3,0.01,GAMS
t23,14704.227114601454,0.3,0.01,GAMS
t24,14128.225386735907,0.3,0.01,GAMS
t25,12765.566658522564,0.3,0.01,GAMS
t26,13481.443945373776,0.3,0.01,GAMS
t27,13755.091734986896,0.3,0.01,GAMS
t28,12920.594244762631,0.3,0.01,GAMS
t29,13361.212539623768,0.3,0.01,GAMS
t30,14733.118057071304,0.3,0.01,GAMS
t31,15989.545806057853,0.3,0.01,GAMS
t32,17392.069081332746,0.3,0.01,GAMS
t33,17808.854026256104,0.3,0.01,GAMS
t34,17945.151446869073,0.3,0.01,GAMS
t35,18538.903314058698,0.3,0.01,GAMS
t36,17051.18419081044,0.3,0.01,GAMS
t37,17816.74900164703,0.3,0.01,GAMS
t38,16611.62225431085,0.3,0.01,GAMS
t39,17892.05658047896,0.3,0.01,GAMS
t40,18999.135711459738,0.3,0.01,GAMS
t41,20206.741811339827,0.3,0.01,GAMS
t42,20355.554870953452,0.3,0.01,GAMS
t43,21013.083216135972,0.3,0.01,GAMS
t44,21211.152566987148,0.3,0.01,GAMS
t45,21555.243978311053,0.3,0.01,GAMS
t46,20726.67576854927,0.3,0.01,GAMS
t47,19904.5781017952,0.3,0.01,GAMS
t48,19797.79772676362,0.3,0.01,GAMS
t49,19213.978597539517,0.3,0.01,GAMS
t50,18594.222082453813,0.3,0.01,GAMS
t51,19555.399396018853,0.3,0.01,GAMS
t52,18666.538178558294,0.3,0.01,GAMS
t53,17286.931891085103,0.3,0.01,GAMS
t54,17252.460977526556,0.3,0.01,GAMS
t55,15058.45642501323,0.3,0.01,GAMS
t56,15148.645035212401,0.3,0.01,GAMS
t57,16274.249431782442,0.3,0.01,GAMS
t58,16444.19451070072,0.3,0.01,GAMS
t59,15843.210503419843,0.3,0.01,GAMS
t60,15653.073007713105,0.3,0.01,GAMS
t61,15520.28669474816,0.3,0.01,GAMS
t62,15143.528689340697,0.3,0.01,GAMS
t63,16219.454928184605,0.3,0.01,GAMS
t64,16849.64790562871,0.3,0.01,GAMS
t65,17304.136458688547,0.3,0.01,GAMS
t66,16613.79490352845,0.3,0.01,GAMS
t67,15875.780767551554,0.3,0.01,GAMS
t68,15551.488227293883,0.3,0.01,GAMS
t69,14996.122799776296,0.3,0.01,GAMS
t70,14604.483702451378,0.3,0.01,GAMS
t71,13106.405880597329,0.3,0.01,GAMS
t72,12667.445173839935,0.3,0.01,GAMS
t73,12297.63633451998,0.3,0.01,GAMS
t74,12439.78926031072,0.3,0.01,GAMS
t75,11973.36266882486,0.3,0.01,GAMS
t76,9653.94828440591,0.3,0.01,GAMS
t77,10171.11908989448,0.3,0.01,GAMS
t78,9219.223043750597,0.3,0.01,GAMS
t79,10247.603635379815,0.3,0.01,GAMS
t80,10003.810212354536,0.3,0.01,GAMS
t81,10748.614166757843,0.3,0.01,GAMS
t82,11432.021866077628,0.3,0.01,GAMS
t83,11262.373943894634,0.3,0.01,GAMS
t84,11847.163218627942,0.3,0.01,GAMS
t85,11023.083358133583,0.3,0.01,GAMS
t86,10575.57929992144,0.3,0.01,GAMS
t87,10271.928385008787,0.3,0.01,GAMS
t88,10834.97786490057,0.3,0.01,GAMS
t89,10017.956920365956,0.3,0.01,GAMS
t90,9500.231455391855,0.3,0.01,GAMS
t91,9450.930525440286,0.3,0.01,GAMS
t92,9549.097763042631,0.3,0.01,GAMS
t93,9354.305934757433,0.3,0.01,GAMS
t94,9618.971775572312,0.3,0.01,GAMS
t95,10280.371845768308,0.3,0.01,GAMS
t96,10260.878056798983,0.3,0.01,GAMS
t97,9514.45702716966,0.3,0.01,GAMS
t98,9322.327123328761,0.3,0.01,GAMS
t99,9333.294597420843,0.3,0.01,GAMS
t100,9609.093621806805,0.3,0.01,GAMS
t101,9425.701818550364,0.3,0.01,GAMS
t102,9072.536688695682,0.3,0.01,GAMS
t103,9148.48980781059,0.3,0.01,GAMS
t104,9068.681872091514,0.3,0.01,GAMS
t105,9279.72299515102,0.3,0.01,GAMS
t106,10064.166260181808,0.3,0.01,GAMS
t107,10698.79470232124,0.3,0.01,GAMS
t108,10904.702807739142,0.3,0.01,GAMS
t109,11118.32456924861,0.3,0.01,GAMS
t110,10606.450753078767,0.3,0.01,GAMS
t111,11317.667072554957,0.3,0.01,GAMS
t112,10612.844190266998,0.3,0.01,GAMS
t113,10516.500613736856,0.3,0.01,GAMS
t114,9752.266605172219,0.3,0.01,GAMS
t115,11177.95414723495,0.3,0.01,GAMS
t116,11198.339017386817,0.3,0.01,GAMS
t117,11716.563232758723,0.3,0.01,GAMS
t118,11680.990003823275,0.3,0.01,GAMS
t119,12290.801641979637,0.3,0.01,GAMS
t120,11530.386770622164,0.3,0.01,GAMS
t121,12012.12426390719,0.3,0.01,GAMS
t122,12076.350731287243,0.3,0.01,GAMS
t123,11370.027419599044,0.3,0.01,GAMS
t124,11555.340233142017,0.3,0.01,GAMS
t125,11582.027557187428,0.3,0.01,GAMS
t126,11831.559886848763,0.3,0.01,GAMS
t127,11644.143790303227,0.3,0.01,GAMS
t128,11654.743180722491,0.3,0.01,GAMS
t129,12382.181875811739,0.3,0.01,GAMS
t130,12494.043239016266,0.3,0.01,GAMS
t131,12349.573681649608,0.3,0.01,GAMS
t132,12540.606024961813,0.3,0.01,GAMS
t133,12539.328789939715,0.3,0.01,GAMS
t134,12524.369754121413,0.3,0.01,GAMS
t135,12312.635878270099,0.3,0.01,GAMS
t136,12348.453504237465,0.3,0.01,GAMS
t137,11552.332286989686,0.3,0.01,GAMS
t138,11573.211983829498,0.3,0.01,GAMS
t139,11667.621520269935,0.3,0.01,GAMS
t140,11616.948983904862,0.3,0.01,GAMS
t141,11671.612534941713,0.3,0.01,GAMS
t142,11472.58913772195,0.3,0.01,GAMS
t143,11539.06394146361,0.3,0.01,GAMS
t144,11694.83232378846,0.3,0.01,GAMS
t145,11137.483124051723,0.3,0.01,GAMS
t146,11441.166790089595,0.3,0.01,GAMS
t147,11975.687853137646,0.3,0.01,GAMS
t148,12483.62481010485,0.3,0.01,GAMS
t149,13041.163162102614,0.3,0.01,GAMS
t150,13062.379683619665,0.3,0.01,GAMS
t151,13391.549282021384,0.3,0.01,GAMS
t152,13537.462526911617,0.3,0.01,GAMS
t153,14390.560570543654,0.3,0.01,GAMS
t154,14198.213877145363,0.3,0.01,GAMS
t155,14474.997373406317,0.3,0.01,GAMS
t156,14309.529237730732,0.3,0.01,GAMS
t157,14310.058663180957,0.3,0.01,GAMS
t158,14595.964803854726,0.3,0.01,GAMS
t159,14474.772218911481,0.3,0.01,GAMS
t160,14463.074049025963,0.3,0.01,GAMS
t161,14712.752000123355,0.3,0.01,GAMS
t162,15405.933356949286,0.3,0.01,GAMS
t163,16131.77348444212,0.3,0.01,GAMS
t1,13397.964953990928,0.3,0.2,GAMS
t2,12113.195287490633,0.3,0.2,GAMS
t3,10416.52251777547,0.3,0.2,GAMS
t4,11988.866394334897,0.3,0.2,GAMS
t5,13385.39118670916,0.3,0.2,GAMS
t6,16346.736007358255,0.3,0.2,GAMS
t7,18795.346532573505,0.3,0.2,GAMS
t8,14666.967443244917,0.3,0.2,GAMS
t9,15660.790186307548,0.3,0.2,GAMS
t10,17953.646135289313,0.3,0.2,GAMS
t11,18582.067054218922,0.3,0.2,GAMS
t12,17781.45118053734,0.3,0.2,GAMS
t13,19027.8474595434,0.3,0.2,GAMS
t14,19461.608023008594,0.3,0.2,GAMS
t15,21252.833050823283,0.3,0.2,GAMS
t16,18475.556465276048,0.3,0.2,GAMS
t17,21046.083766092273,0.3,0.2,GAMS
t18,23080.11879406859,0.3,0.2,GAMS
t19,21985.742995483295,0.3,0.2,GAMS
t20,12988.762244661408,0.3,0.2,GAMS
t21,12550.04321225573,0.3,0.2,GAMS
t22,13748.576944892013,0.3,0.2,GAMS
t23,12768.58209734448,0.3,0.2,GAMS
t24,12259.994357623109,0.3,0.2,GAMS
t25,10677.250150972535,0.3,0.2,GAMS
t26,11258.44254408304,0.3,0.2,GAMS
t27,11484.97873997375,0.3,0.2,GAMS
t28,10692.689225477692,0.3,0.2,GAMS
t29,11052.199024888265,0.3,0.2,GAMS
t30,12484.793577170913,0.3,0.2,GAMS
t31,13281.227545163616,0.3,0.2,GAMS
t32,14445.879293919495,0.3,0.2,GAMS
t33,14792.061363270126,0.3,0.2,GAMS
t34,14886.350664925603,0.3,0.2,GAMS
t35,15475.662157068924,0.3,0.2,GAMS
t36,14001.308465796572,0.3,0.2,GAMS
t37,14411.254075083467,0.3,0.2,GAMS
t38,13440.16022047534,0.3,0.2,GAMS
t39,14228.265318199361,0.3,0.2,GAMS
t40,15108.315567618542,0.3,0.2,GAMS
t41,16068.131783998471,0.3,0.2,GAMS
t42,16186.465189384853,0.3,0.2,GAMS
t43,16742.0361471386,0.3,0.2,GAMS
t44,16873.74010462891,0.3,0.2,GAMS
t45,17222.385710732226,0.3,0.2,GAMS
t46,16395.827276595624,0.3,0.2,GAMS
t47,15735.4889183198,0.3,0.2,GAMS
t48,15656.152092910019,0.3,0.2,GAMS
t49,15084.53067712627,0.3,0.2,GAMS
t50,14614.549927424854,0.3,0.2,GAMS
t51,15404.680877874147,0.3,0.2,GAMS
t52,14637.06341572797,0.3,0.2,GAMS
t53,13554.886510281365,0.3,0.2,GAMS
t54,13526.37684089983,0.3,0.2,GAMS
t55,11699.365425238653,0.3,0.2,GAMS
t56,11773.689331188634,0.3,0.2,GAMS
t57,12600.975837123167,0.3,0.2,GAMS
t58,12731.158032810015,0.3,0.2,GAMS
t59,12264.769234206628,0.3,0.2,GAMS
t60,12117.535099860432,0.3,0.2,GAMS
t61,12016.064551444611,0.3,0.2,GAMS
t62,11731.23413987211,0.3,0.2,GAMS
t63,12580.067674937525,0.3,0.2,GAMS
t64,13102.29260867444,0.3,0.2,GAMS
t65,13499.621897632189,0.3,0.2,GAMS
t66,12914.453107463902,0.3,0.2,GAMS
t67,12351.499122275607,0.3,0.2,GAMS
t68,12098.477776362886,0.3,0.2,GAMS
t69,11661.994098607567,0.3,0.2,GAMS
t70,11311.280649493925,0.3,0.2,GAMS
t71,10005.435882154334,0.3,0.2,GAMS
t72,9671.139772579922,0.3,0.2,GAMS
t73,9461.936352639339,0.3,0.2,GAMS
t74,9580.731337296216,0.3,0.2,GAMS
t75,9278.497525136021,0.3,0.2,GAMS
t76,6856.824369500858,0.3,0.2,GAMS
t77,7223.150382925475,0.3,0.2,GAMS
t78,6555.303460113005,0.3,0.2,GAMS
t79,7286.40940970314,0.3,0.2,GAMS
t80,7111.430198347131,0.3,0.2,GAMS
t81,7640.099296087286,0.3,0.2,GAMS
t82,8125.7964943858915,0.3,0.2,GAMS
t83,7992.878616737661,0.3,0.2,GAMS
t84,8431.746322744946,0.3,0.2,GAMS
t85,7797.697864028258,0.3,0.2,GAMS
t86,7479.996294642296,0.3,0.2,GAMS
t87,7264.099018644163,0.3,0.2,GAMS
t88,7669.508280899724,0.3,0.2,GAMS
t89,7080.1060190504895,0.3,0.2,GAMS
t90,6715.20465332505,0.3,0.2,GAMS
t91,6682.567180872754,0.3,0.2,GAMS
t92,6747.866319993707,0.3,0.2,GAMS
t93,6604.567308868569,0.3,0.2,GAMS
t94,6770.391138221671,0.3,0.2,GAMS
t95,7271.9238116905035,0.3,0.2,GAMS
t96,7282.975452383207,0.3,0.2,GAMS
t97,6620.926431521702,0.3,0.2,GAMS
t98,6500.503708744132,0.3,0.2,GAMS
t99,6510.562714280036,0.3,0.2,GAMS
t100,6701.579401801953,0.3,0.2,GAMS
t101,6584.081671383873,0.3,0.2,GAMS
t102,6326.044149153932,0.3,0.2,GAMS
t103,6385.869242210141,0.3,0.2,GAMS
t104,6323.23554012388,0.3,0.2,GAMS
t105,6478.7103861311425,0.3,0.2,GAMS
t106,7082.13378100925,0.3,0.2,GAMS
t107,7517.704975606316,0.3,0.2,GAMS
t108,7664.891798029293,0.3,0.2,GAMS
t109,7817.6877636733525,0.3,0.2,GAMS
t110,7413.41968961154,0.3,0.2,GAMS
t111,7931.284472104397,0.3,0.2,GAMS
t112,7433.9754340211075,0.3,0.2,GAMS
t113,7292.05117614508,0.3,0.2,GAMS
t114,6691.891750480662,0.3,0.2,GAMS
t115,7871.747596423056,0.3,0.2,GAMS
t116,7883.806175178272,0.3,0.2,GAMS
t117,8276.065219473676,0.3,0.2,GAMS
t118,8251.030320810334,0.3,0.2,GAMS
t119,8711.698798795343,0.3,0.2,GAMS
t120,8124.375994014743,0.3,0.2,GAMS
t121,8419.475765080497,0.3,0.2,GAMS
t122,8468.566330781841,0.3,0.2,GAMS
t123,7955.741422217087,0.3,0.2,GAMS
t124,8085.435650673908,0.3,0.2,GAMS
t125,8104.280780520315,0.3,0.2,GAMS
t126,8281.854010801157,0.3,0.2,GAMS
t127,8133.832890770966,0.3,0.2,GAMS
t128,8120.639345919579,0.3,0.2,GAMS
t129,8678.639932458293,0.3,0.2,GAMS
t130,8757.885941013416,0.3,0.2,GAMS
t131,8656.711865120982,0.3,0.2,GAMS
t132,8779.34100732391,0.3,0.2,GAMS
t133,8767.048981126225,0.3,0.2,GAMS
t134,8738.118643632371,0.3,0.2,GAMS
t135,8586.398851372871,0.3,0.2,GAMS
t136,8615.730775470785,0.3,0.2,GAMS
t137,8006.96652279692,0.3,0.2,GAMS
t138,8025.9147126109465,0.3,0.2,GAMS
t139,8079.673381524508,0.3,0.2,GAMS
t140,8052.4496138062095,0.3,0.2,GAMS
t141,8098.562810334448,0.3,0.2,GAMS
t142,7977.018679948987,0.3,0.2,GAMS
t143,8040.285898010997,0.3,0.2,GAMS
t144,8160.174696525678,0.3,0.2,GAMS
t145,7773.405506814444,0.3,0.2,GAMS
t146,7984.005593262646,0.3,0.2,GAMS
t147,8360.288242204306,0.3,0.2,GAMS
t148,8716.291360933743,0.3,0.2,GAMS
t149,9105.448791153116,0.3,0.2,GAMS
t150,9108.336609104848,0.3,0.2,GAMS
t151,9346.545007634715,0.3,0.2,GAMS
t152,9450.249661542803,0.3,0.2,GAMS
t153,10037.37625289319,0.3,0.2,GAMS
t154,9949.916713139392,0.3,0.2,GAMS
t155,10147.755697156106,0.3,0.2,GAMS
t156,10023.42285062048,0.3,0.2,GAMS
t157,10032.44960884078,0.3,0.2,GAMS
t158,10234.10907704574,0.3,0.2,GAMS
t159,10134.717977000639,0.3,0.2,GAMS
t160,10119.828270373568,0.3,0.2,GAMS
t161,10296.29661279399,0.3,0.2,GAMS
t162,10798.460857745995,0.3,0.2,GAMS
t163,11325.116328853515,0.3,0.2,GAMS
t1,13397.964953990928,0.3,0.5,GAMS
t2,12112.620002537022,0.3,0.5,GAMS
t3,10416.027811917005,0.3,0.5,GAMS
t4,11988.29701406125,0.3,0.5,GAMS
t5,13384.755482094055,0.3,0.5,GAMS
t6,16345.95966131227,0.3,0.5,GAMS
t7,18794.453896088955,0.3,0.5,GAMS
t8,14666.270873472457,0.3,0.5,GAMS
t9,15660.046417488338,0.3,0.5,GAMS
t10,17952.793473193233,0.3,0.5,GAMS
t11,18581.184546892855,0.3,0.5,GAMS
t12,17555.980058341902,0.3,0.5,GAMS
t13,19027.810195715727,0.3,0.5,GAMS
t14,19444.05701866282,0.3,0.5,GAMS
t15,21589.702604286227,0.3,0.5,GAMS
t16,18115.918252620664,0.3,0.5,GAMS
t17,20606.602078465403,0.3,0.5,GAMS
t18,22577.192383445723,0.3,0.5,GAMS
t19,21515.764047506906,0.3,0.5,GAMS
t20,12816.121986059708,0.3,0.5,GAMS
t21,12390.235709555802,0.3,0.5,GAMS
t22,13560.157228196244,0.3,0.5,GAMS
t23,12593.253256454826,0.3,0.5,GAMS
t24,12091.549632268529,0.3,0.5,GAMS
t25,10530.549619249336,0.3,0.5,GAMS
t26,11103.757060079914,0.3,0.5,GAMS
t27,11324.043539104256,0.3,0.5,GAMS
t28,10541.793195497325,0.3,0.5,GAMS
t29,10896.229565733427,0.3,0.5,GAMS
t30,12308.607236560669,0.3,0.5,GAMS
t31,13093.801868837412,0.3,0.5,GAMS
t32,14241.245135194054,0.3,0.5,GAMS
t33,14582.523337145129,0.3,0.5,GAMS
t34,14674.870471377359,0.3,0.5,GAMS
t35,15255.809773637511,0.3,0.5,GAMS
t36,13802.401827834105,0.3,0.5,GAMS
t37,14206.523392614472,0.3,0.5,GAMS
t38,13249.225702098905,0.3,0.5,GAMS
t39,14026.134238169703,0.3,0.5,GAMS
t40,14893.00997725351,0.3,0.5,GAMS
t41,15838.384827808655,0.3,0.5,GAMS
t42,15955.026766864217,0.3,0.5,GAMS
t43,16518.608627184858,0.3,0.5,GAMS
t44,16639.346992636143,0.3,0.5,GAMS
t45,17001.62396417341,0.3,0.5,GAMS
t46,16145.026555893328,0.3,0.5,GAMS
t47,15481.202889598344,0.3,0.5,GAMS
t48,15408.39532727559,0.3,0.5,GAMS
t49,14792.57620783518,0.3,0.5,GAMS
t50,14323.702664796318,0.3,0.5,GAMS
t51,15119.207042493688,0.3,0.5,GAMS
t52,14324.651996740653,0.3,0.5,GAMS
t53,13271.922133181153,0.3,0.5,GAMS
t54,13243.907919889465,0.3,0.5,GAMS
t55,11464.061557938821,0.3,0.5,GAMS
t56,11541.297635501252,0.3,0.5,GAMS
t57,12222.335661045372,0.3,0.5,GAMS
t58,12334.612983266328,0.3,0.5,GAMS
t59,11868.289334004441,0.3,0.5,GAMS
t60,11710.75653046534,0.3,0.5,GAMS
t61,11619.791615002194,0.3,0.5,GAMS
t62,11352.613274875277,0.3,0.5,GAMS
t63,12192.589896781772,0.3,0.5,GAMS
t64,12736.218435068296,0.3,0.5,GAMS
t65,13171.412839765957,0.3,0.5,GAMS
t66,12548.313390647605,0.3,0.5,GAMS
t67,11965.528714309166,0.3,0.5,GAMS
t68,11731.87782835578,0.3,0.5,GAMS
t69,11304.381804919818,0.3,0.5,GAMS
t70,10923.47333117235,0.3,0.5,GAMS
t71,9533.716130559533,0.3,0.5,GAMS
t72,9218.103555193658,0.3,0.5,GAMS
t73,9150.85999368349,0.3,0.5,GAMS
t74,9275.727703148428,0.3,0.5,GAMS
t75,8990.164160313365,0.3,0.5,GAMS
t76,6576.079967610849,0.3,0.5,GAMS
t77,6946.346325926594,0.3,0.5,GAMS
t78,6447.195334145596,0.3,0.5,GAMS
t79,7000.090414608453,0.3,0.5,GAMS
t80,6838.223954113015,0.3,0.5,GAMS
t81,7345.932883642046,0.3,0.5,GAMS
t82,7812.83025076639,0.3,0.5,GAMS
t83,7679.443703001083,0.3,0.5,GAMS
t84,8107.005118506272,0.3,0.5,GAMS
t85,7480.192599216032,0.3,0.5,GAMS
t86,7175.551156195082,0.3,0.5,GAMS
t87,6969.542423481676,0.3,0.5,GAMS
t88,7376.120082202655,0.3,0.5,GAMS
t89,6783.698052019134,0.3,0.5,GAMS
t90,6430.773084861503,0.3,0.5,GAMS
t91,6419.209431402885,0.3,0.5,GAMS
t92,6477.80882230356,0.3,0.5,GAMS
t93,6335.776812176677,0.3,0.5,GAMS
t94,6478.237350720434,0.3,0.5,GAMS
t95,6986.480959680631,0.3,0.5,GAMS
t96,7027.874602413783,0.3,0.5,GAMS
t97,6259.94041966469,0.3,0.5,GAMS
t98,6167.658020565534,0.3,0.5,GAMS
t99,6201.771273901669,0.3,0.5,GAMS
t100,6381.721350466703,0.3,0.5,GAMS
t101,6276.868085484225,0.3,0.5,GAMS
t102,6023.770322613674,0.3,0.5,GAMS
t103,6085.028929719274,0.3,0.5,GAMS
t104,6022.146737216814,0.3,0.5,GAMS
t105,6174.058228000112,0.3,0.5,GAMS
t106,6774.842703924383,0.3,0.5,GAMS
t107,7220.330047683524,0.3,0.5,GAMS
t108,7359.541192024995,0.3,0.5,GAMS
t109,7508.027755601172,0.3,0.5,GAMS
t110,7100.782868642526,0.3,0.5,GAMS
t111,7629.001017072898,0.3,0.5,GAMS
t112,7217.358325708287,0.3,0.5,GAMS
t113,7055.702414705765,0.3,0.5,GAMS
t114,6450.73672769516,0.3,0.5,GAMS
t115,7688.693591793148,0.3,0.5,GAMS
t116,7725.629747571643,0.3,0.5,GAMS
t117,8080.310115959476,0.3,0.5,GAMS
t118,8059.833617085679,0.3,0.5,GAMS
t119,8514.697780334696,0.3,0.5,GAMS
t120,7933.366777695472,0.3,0.5,GAMS
