t,ret_spx,ret_cmc,p_bear_spx,p_bull_spx,p_bear_cmc,p_bull_cmc,mu_est_spx_bear,var_est_spx_bear,mu_est_spx_bull,var_est_spx_bull,mu_est_cmc_bear,var_est_cmc_bear,mu_est_cmc_bull,var_est_cmc_bull,cov_est_bear,cov_est_bull,mu_mix_spx,mu_mix_cmc,var_mix_spx,var_mix_cmc,cov_mix,norm_mu_mix_spx,norm_mu_mix_cmc,norm_var_mix_spx,norm_var_mix_cmc,norm_cov_mix
1,0.0181015695550784,0.349276541,0.0982000000000008,0.901799999999933,0.3118,0.6882,0.0181015695550784,0.0,0.0181015695550784,0.0,0.349276541,0.0,0.349276541,0.0,0.0,0.0,0.0181015695550772,0.349276541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.0148640830663478,-0.095864271,0.914999999999932,0.0850000000000004,0.5972,0.4028,-0.011669030670548,9.511862757528402e-05,0.0152620068546107,8.5544921250487e-05,0.0568253936662266,0.0446542676176471,0.1849294107767186,0.046147635784833,0.0022408552416237,0.002343063360887,-0.0093798924809087,0.1084256917583327,9.430486253766984e-05,0.0452557963153895,0.0022657838019119,-0.7071067811865475,-0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
3,0.0192443955106487,-0.140068143,0.896599999999934,0.103400000000001,0.4676,0.5324,0.0028439957793738,0.0002884824120812,0.0156397164372876,7.879293651384377e-05,-0.0100549039838733,0.0381815432611768,0.0783452678478502,0.0542927551221761,0.0004980558871802,0.0011616089287252,0.0041670732954019,0.0370093474993362,0.0002668005203075,0.0467591524559728,0.0007089993990873,-0.0094007041279455,-0.7816771558361603,1.082305749801982,0.6054064561622415,-0.2438213109890561
4,-0.0336810196502686,0.150947101,0.0924000000000006,0.907599999999933,0.5188,0.4812,0.0011583942282305,0.0003338945392847,-0.0067666806360258,0.000646050693672,0.0340138098420386,0.0328837700272018,0.0949450977978713,0.0428087735282391,-0.0003715603489483,0.0011774051944095,-0.006034403718568,0.0633339456063853,0.0006172074650065,0.0376596817119009,0.0007040413243593,-0.6272890149377438,-0.533011738693908,1.3705936762255182,0.2384847603122262,-0.2253080881199408
5,0.0454198569160198,0.116485141,0.676199999999958,0.323799999999997,0.471,0.529,0.0123328271245429,0.0006193269298047,0.0005119206989815,0.0008828111735894,0.0504286158661257,0.027423004214023,0.099271754410085,0.0342844341770072,0.0009133528807511,0.0007689640642989,0.0085052176239455,0.0762666361558801,0.0007046431279421,0.0310527006644416,0.0008517854894158,0.4886235282757575,-0.3985115479517122,1.177088747281319,-0.0573874926623375,-0.0655039181344335
6,0.0122737632729262,0.221237077,0.350999999999994,0.648999999999961,0.3466,0.6534,0.0123259837192754,0.0005475692650005,0.0030815819897948,0.0007135603401912,0.0722502939453741,0.0271707130045613,0.1235163974828719,0.0298384715836652,0.0008751563079664,0.0006582144602475,0.0063263669968422,0.1057475659967751,0.0006552974727992,0.0289138264601477,0.0007338837767318,0.2702845579638651,-0.1545044240430115,0.861031219749427,-0.1576477809813626,-0.192591503456897
7,-0.0071721211872404,0.149792015,0.352599999999994,0.647399999999961,0.5872,0.4128,0.0102931535034156,0.0005259848167098,0.0012467982869721,0.0006013237195115,0.0860471846196594,0.0232157462522373,0.1264480626839829,0.0265777225858218,0.0005424434742796,0.0005819049818561,0.0044365431362899,0.1027246670846121,0.0005747592223835,0.0246035700827409,0.0005633620194458,0.076896583700959,-0.1695198302671362,0.5466915647014087,-0.3795106601983702,-0.3897846623138872
8,-0.0247646223291689,-0.219649001,0.230800000000005,0.769199999999948,0.5058,0.4942,0.0080535236700008,0.0005658833183081,-0.0033137379862626,0.0005937222337118,0.0454215591108775,0.0308991370198794,0.0856657143595613,0.035897387651916,0.0012269955776497,0.001870741254932,-0.0006901739959967,0.065310220634777,0.0005872970120365,0.0333692724822318,0.0016336497219888,-0.4484475210021091,-0.489526493962729,0.543894035545477,0.1647208330624164,1.0023699680881877
9,0.0080464768657027,0.067759252,0.328999999999996,0.670999999999959,0.718,0.282,0.0080529355126579,0.000518652206443,-0.0018067386256859,0.0005298102745071,0.0489667544014146,0.0260617856508321,0.0845375592243074,0.0336546845236561,0.0010892271223356,0.0016436546666631,0.0014370941658292,0.0589977213614703,0.0005261392701139,0.0282029831329684,0.0013534118472076,-0.1913575403838921,-0.5161495268762777,0.3037853313128285,-0.1775800929205103,0.5590054284268143
10,0.0260506701190817,0.146407424,0.168400000000003,0.831599999999941,0.4838,0.5162,0.0087903250576246,0.000510129979227,0.0021265394333565,0.0005491048986202,0.0583804282605535,0.0243726324844768,0.0909349840464725,0.0305296269539375,0.0011753108579731,0.0015536296170236,0.0032487209324831,0.0751850899572448,0.0005425415221943,0.0275508730296124,0.0014302598696971,0.0310525117588221,-0.3259601279575104,0.3477616844373649,-0.2141508007018736,0.6274493182535202
11,-0.0076981785287255,0.035002412,0.153400000000002,0.846599999999939,0.455,0.545,0.0081970854361436,0.0005012057207876,0.0008918137302067,0.0004907021858847,0.0564332587872885,0.0223843502997159,0.0854298096324496,0.027802354030439,0.0011063221751281,0.0014598214907236,0.0020124424098973,0.0722363789979013,0.0004923134281387,0.0253371623329599,0.0013522869989194,-0.1254152765260043,-0.3418515192746769,0.1376591604447826,-0.3655609829502446,0.4795340686235285
12,0.0155791042701043,-0.06367824,0.886199999999935,0.113800000000001,0.2594,0.7406,0.0094674153694722,0.0004227199200647,0.0011358086009317,0.0004860744104873,0.0509883385144175,0.0219939684999005,0.0678393445717926,0.0268359306646099,0.0009160992049066,0.001266275423798,0.0085192785192116,0.0634681936005095,0.0004299296610747,0.0255799256790842,0.0010656944856169,0.7234498358064312,-0.4239166503965205,-0.1240056467294518,-0.3308705847455783,0.0176063875336673
13,0.0113405649840583,0.092868877,0.0932000000000006,0.906799999999933,0.2316,0.7684,0.0095007126313603,0.000415266877981,0.0023287534363344,0.0004400024861048,0.0526174716249118,0.0212039884398738,0.0705688573187817,0.0239702953297406,0.0008980749195586,0.0011212306514016,0.0029971800333106,0.0664113163920814,0.0004376971274276,0.0233296186540474,0.0010849901605502,-0.0530422550451171,-0.3716995031340539,-0.0859700372986861,-0.4954358470514103,0.048369320323393
14,0.026737167595833,0.021270004,0.921599999999931,0.0784000000000002,0.2054,0.7946,0.0120775411190574,0.0003909603415434,0.0025729808746407,0.0004415014355026,0.0515720810140927,0.020528545017729,0.0655728277239567,0.0217624430741395,0.0008277635091559,0.001004317786655,0.0113323835958942,0.0626970743497506,0.0003949227633097,0.0215090004133527,0.0009048294512842,1.078678669303152,-0.402046220412326,-0.2756423068224243,-0.6211325889533231,-0.2594545424049489
15,0.0136322942732292,0.122400003,0.0958000000000007,0.904199999999933,0.1528,0.8472,0.0121013327860707,0.0003850140807419,0.0037171786840374,0.0004071685008135,0.0532866732953738,0.0201500940956497,0.0711142622191068,0.0199245008612532,0.0008209353967746,0.0009245115613888,0.0045203806470119,0.0683902066315604,0.0004050461073706,0.0199589715074689,0.0009116370441272,0.0836803123317596,-0.3159026658728321,-0.2189760601389246,-0.7200985669940686,-0.2387131180071385
16,-0.0012671579440048,-0.180789209,0.0860000000000004,0.913999999999932,0.1742,0.8258,0.0119201765080569,0.0003821857273883,0.0032452631625707,0.0003707473888387,0.0470000927557892,0.0210409384167695,0.0492489837254724,0.0232248988109801,0.000837495123698,0.0010082795399872,0.0039913057102822,0.0488572269185535,0.0003717310859539,0.0228444529103086,0.0009860604874279,0.0036154342799955,-0.5571966353027644,-0.3731993218034868,-0.4429853582307315,-0.0947964270087493
17,0.0002391961153236,0.139410389,0.0808000000000003,0.919199999999931,0.539,0.461,0.0117733282357559,0.0003790748198229,0.0029839154751247,0.0003392319099796,0.0540901613197631,0.0200315240490995,0.0534159252011468,0.0225098599743848,0.000776462375059,0.0009171562819651,0.0036941000261834,0.0537793384690809,0.0003424512170949,0.021174036910656,0.0008735552402148,-0.0416740657579737,-0.4717189278897823,-0.5058178969642843,-0.5747936695733511,-0.3055786522718938
18,0.0122253915245985,0.096646723,0.924799999999931,0.0752000000000001,0.4428,0.5572,0.0118301927800325,0.0003314138876449,0.0030491820978633,0.0003374350326023,0.0566134668248527,0.0189448113619567,0.0557030691940752,0.0214126101610279,0.0007172542511058,0.0008946076397073,0.0111698607767325,0.0561061932649834,0.0003318666777456,0.0203198688527991,0.0007733333925815,1.092143208413506,-0.4246038936082735,-0.5420373130315884,-0.6303969806855025,-0.490688430568611
19,-0.013977589861506,-0.047416385,0.0844000000000004,0.915599999999932,0.3138,0.6862,0.0115372853443182,0.0003351259766279,0.0017010109049823,0.0003318545352682,0.0524184775546788,0.0185996706624271,0.0493954111501845,0.0207134895119315,0.0007448961753891,0.0009796176711373,0.0025311924676621,0.0503440493879148,0.0003321306449189,0.020050173156957,0.0009328846213338,-0.2838686151201751,-0.4922637052056517,-0.5227628286709898,-0.6323400782991281,-0.1570725069764262
20,-0.0043195411201164,-0.409218863,0.103200000000001,0.896799999999934,0.251,0.749,0.0113202414041716,0.0003339333831707,0.0012676996905663,0.0003103913123279,0.0379937473884573,0.0244694100726469,0.0206917802809345,0.031757075431047,0.0008282920370179,0.0011615003033632,0.0023051219954102,0.0250345740249227,0.0003128208540388,0.0299278714260885,0.0011024891193934,-0.3125063164141248,-0.8319315848329275,-0.6081025157771717,0.3272611745711251,0.1979409341699849
21,0.0115432321737483,-0.033776816,0.0846000000000004,0.915399999999932,0.7012,0.2988,0.011322715764643,0.0003302285217859,0.001970926595507,0.0002958805561997,0.0322317232245019,0.0228852520299554,0.0193649242097831,0.0310539838928078,0.0007650124702003,0.0010783992869622,0.0027620879592157,0.0283871236789039,0.0002987863940882,0.0253260691105757,0.0009552696066564,-0.2297927402461124,-0.75231394487057,-0.6634782545757278,-0.1318450660998226,-0.1199877651638141
22,0.006113434605238,0.095500367,0.926399999999931,0.0736000000000001,0.474,0.526,0.0107583251878328,0.000297072014991,0.0019935959033955,0.00029435478426,0.0354886017159861,0.021902639475638,0.0224955717166354,0.0300056134458503,0.0006871302598919,0.0010540603670392,0.0101132411124974,0.0286542679363276,0.0002968720268091,0.0261648037839696,0.0007971359060146,0.9914380870352764,-0.7223023472275192,-0.652589427368234,-0.0444476196349659,-0.4605568370602216
23,0.0041404143986749,-0.074117627,0.0760000000000001,0.923999999999931,0.3086,0.6914,0.0107000216592148,0.0002948372707037,0.0021316050236898,0.0002757092984829,0.0319343405111699,0.0215693269841221,0.0175414529044158,0.0289210795443776,0.0006749073733534,0.0009908143179499,0.0027828046879895,0.0219830980198601,0.0002771630243716,0.0266523287042827,0.0009300654125039,-0.267075174935485,-0.7950934748755585,-0.7405702898196888,0.0068645993017706,-0.1543804055833732
24,-0.0192520335471222,-0.04072756,0.0716,0.92839999999993,0.2976,0.7024,0.0104534686766697,0.0002997342718928,0.000834204061114,0.0002850412023393,0.0297309839877524,0.0210705167539895,0.0146563033418911,0.0276488631767973,0.0006944821887191,0.0010126971661453,0.0015229434075877,0.0191425283020994,0.0002860932261193,0.0256911472813697,0.0009539546813123,-0.4768476685446222,-0.8097936584836671,-0.6677270569648222,-0.0950059848204185,-0.0967100515542502
25,0.0270521920832643,-0.135941397,0.110200000000001,0.889799999999935,0.2362,0.7638,0.0106611317391336,0.0002993881786003,0.0022749984076955,0.0003050757687294,0.0258374258816763,0.0212052221523211,0.0069620156337828,0.0273357766099415,0.0006190458108146,0.0007690035582629,0.0031991503008198,0.0114203875343352,0.0003044489962971,0.0258877396470515,0.0007430308764048,-0.1727516450044736,-0.8959886691183521,-0.544915067909028,-0.0718675907215295,-0.5831621190255477
26,0.0165970023530129,0.056090888,0.102200000000001,0.897799999999934,0.405,0.595,0.0107292131227372,0.0002963538373524,0.0030274119003931,0.0002992584067291,0.027009322906938,0.0204178980259943,0.0088425194137385,0.0263782969748018,0.0006118394025243,0.0007584005255055,0.0038145359853164,0.0162000748284842,0.0002989615597387,0.0239643354005347,0.0007212326247174,-0.0589778748082451,-0.7953315082049098,-0.5632952050357035,-0.2829806365271186,-0.6189672726205112
27,0.0039463886764998,0.025206325,0.0858000000000004,0.914199999999932,0.249,0.751,0.010664524320829,0.000293962055034,0.003074076376871,0.00028410314995,0.0269673825386009,0.0199430217145811,0.009596662740482,0.0251743971192742,0.000601160562533,0.0007208974560195,0.0037253368104623,0.0139219719702136,0.0002849490440061,0.0238717846435056,0.0007008535000498,-0.074274536908777,-0.8055954389541131,-0.631730532278126,-0.2878653591070327,-0.6511961150322683
28,-0.0097485104896613,-0.093433184,0.0712,0.92879999999993,0.184,0.816,0.0105042384592441,0.0002949000552342,0.0024450162111426,0.0002778358646464,0.0249327673294698,0.0198468393813387,0.0046834836724678,0.0244559716804365,0.0006167457171202,0.000756609136498,0.0030188328352072,0.0084093518653561,0.0002790508350162,0.0236078913374025,0.0007387625641853,-0.2050715520798912,-0.8647208476962719,-0.6510512774858286,-0.3126290245318862,-0.5446704590755832
29,0.0193690378624574,0.039525879,0.0808000000000003,0.919199999999931,0.2464,0.7536,0.0105825336575061,0.0002929833961237,0.0032286588748014,0.0002776193611247,0.0252556956906096,0.0194122604651591,0.0061532253556747,0.0234734051910977,0.0006103133625703,0.0007431816862249,0.0038228519572437,0.0108600740462026,0.0002788607751526,0.0224727391306264,0.0007214444284749,-0.0482927206976007,-0.8021764375366072,-0.6364747921286021,-0.4386648588647355,-0.574652989034767
30,-0.00375387745399,0.184867126,0.073,0.926999999999931,0.168,0.832,0.0104690413449354,0.0002922782235571,0.0029171455304572,0.0002673119835522,0.0276280919368475,0.0194967581966272,0.0141057511529105,0.0237868547871742,0.0005839536252942,0.0006472336559559,0.0034684339249139,0.0163775044046119,0.0002691345190725,0.0230661185599623,0.0006396084122611,-0.11634941810508,-0.6961999914264009,-0.6805671569530407,-0.360207790952966,-0.7614557613223398
31,0.0093436555465107,0.086346011,0.0683999999999999,0.93159999999993,0.3258,0.6742,0.0104607552259003,0.0002901354605059,0.0031929116095793,0.0002575376042707,0.0292731995190822,0.0190444058990697,0.0166199929314556,0.0231342878691783,0.0005771322763233,0.0006351887997448,0.0036900321129354,0.0207424076377043,0.0002597672976371,0.0218018043233169,0.0006237458589784,-0.0706812044080769,-0.6119102525309107,-0.7217664101542995,-0.504922675408039,-0.7810218698842407
32,0.0070705914633251,0.127863798,0.93319999999993,0.0667999999999999,0.2288,0.7712,0.0101512863006108,0.0002646040103493,0.0032048062238159,0.000256793600899,0.0311756004613153,0.0188608653879709,0.020879186008261,0.0227042131937848,0.00053485905045,0.0006254378140285,0.0096872614314801,0.0232350056351198,0.000264082274998,0.0218248552158145,0.0005728115523893,1.1137170043020497,-0.5595991365908243,-0.6783563727911354,-0.4924106648083252,-0.8861946778906511
33,-0.005910466943499,0.038828268,0.0575999999999998,0.942399999999929,0.2202,0.7798,0.0100612957371358,0.000264558798673,0.0028267049784979,0.0002494453459655,0.0313151246542028,0.0185180404865078,0.0215481672980346,0.0218695631935779,0.0005269432645512,0.0005942474255764,0.0032434174061952,0.0236988513078628,0.0002503158808414,0.021131557893481,0.0005848988776099,-0.1940967536433779,-0.5412124229358364,-0.7488943285856808,-0.568025546370916,-0.8329223601020945
34,0.0151270659024743,0.001494772,0.93479999999993,0.0651999999999998,0.1876,0.8124,0.0104835260588861,0.0002444685508099,0.0028619034692435,0.0002491632528735,0.0308590132040896,0.0182481947379842,0.0207986145834882,0.0210665952833364,0.0004945446191463,0.0005787324263689,0.0099865962660406,0.022685945364713,0.0002447746453844,0.0205378633410283,0.0005314862289555,1.1565914717664991,-0.5475139783958825,-0.766456790966903,-0.6302765086292682,-0.9438831273257096
35,0.0057624557451578,0.058611766,0.0659999999999998,0.93399999999993,0.152,0.848,0.0104559062031318,0.0002431679596494,0.0029761225136097,0.0002396698603996,0.0311987370085687,0.0180341298945741,0.0222185249755211,0.0203272049764148,0.0004897718651502,0.0005583208720806,0.0034697882371179,0.0235835172045443,0.00023990073495,0.019978657563975,0.0005508490303251,-0.1788922913796046,-0.5227695223438589,-0.7798559292252696,-0.6872172213469598,-0.8710190275627011
36,-0.0170895887024169,-0.139240304,0.0661999999999998,0.93379999999993,0.1576,0.8424,0.0102952103940843,0.0002461499809001,0.0022160601613225,0.0002452649829449,0.0290626240793014,0.0181676221599901,0.0164122600331096,0.0204999728453285,0.0005215985885724,0.0006621077850762,0.0027508999067311,0.0184059574067894,0.0002453235698095,0.0201323943773191,0.0006463848059874,-0.3236859632693942,-0.5995266222834682,-0.7283899532984421,-0.6541328983935784,-0.610650644547464
37,-0.0057559943863712,0.048984133,0.0956000000000007,0.904399999999933,0.3082,0.6918,0.0101611137098516,0.000246227999936,0.0019339463547061,0.0002387550229395,0.0295392063232942,0.0177422652545383,0.0173465894156404,0.0199414877339886,0.0005089073857842,0.0006319351451424,0.0027204635538578,0.0211043539465793,0.0002394694395403,0.019263687365822,0.0006070958405279,-0.3252509971788292,-0.5434882543484032,-0.7508275783255003,-0.7510451782520235,-0.6994088027273306
38,0.005060442020591,-0.108130098,0.0728,0.927199999999931,0.196,0.804,0.0101288691024377,0.0002448348647373,0.0020434043965958,0.00023072649225,0.0274761140649132,0.0177561503630314,0.0132984670817784,0.019789694184836,0.0005042034993106,0.0006030180236332,0.0026320262271809,0.0160772858904728,0.000231753581767,0.0193911195957623,0.0005897373515642,-0.3391731954533576,-0.6193664444633415,-0.7850020078640749,-0.719651797308789,-0.7302293887513538
39,-0.0223418581554782,0.104184208,0.0549999999999998,0.944999999999929,0.263,0.737,0.0099745272133024,0.0002486588723321,0.0012032690248466,0.0002425584619533,0.028988198362989,0.0175198405107332,0.0159090677153714,0.019451706448573,0.0004710610406108,0.0005137442156062,0.0016856882252115,0.0193488790756948,0.0002428939845241,0.0189436257069211,0.0005069575907819,-0.5349598667744591,-0.5527011595337422,-0.696996894908972,-0.7628358465221597,-0.9275289336387716
40,0.0078414474222263,0.096757366,0.910599999999932,0.0894000000000005,0.212,0.788,0.0098189075445296,0.0002308255989302,0.0012248347099419,0.0002419131454795,0.0300481853438837,0.0173165211104712,0.0183180694187778,0.0190610727811959,0.0004480482771919,0.0005106924888607,0.0090505974331167,0.0208048539949002,0.0002318168255916,0.0186912278270022,0.0004755302928509,1.0447658875102313,-0.5186584089021594,-0.7563269577104299,-0.7802321989128596,-0.9860174786650052
41,0.0180604914622382,0.097367396,0.0687999999999999,0.93119999999993,0.1774,0.8226,0.0098640870586119,0.0002299305463421,0.0017758921437103,0.0002429686985629,0.0309179020494195,0.0171505961101199,0.0207027160836493,0.0186688838595051,0.0004518115999221,0.0005317136985253,0.0023323599538554,0.0225148900739769,0.00024207167369,0.0183995396127641,0.0005218777501872,-0.4139865679768492,-0.4808693347588679,-0.674759417292973,-0.802605042145032,-0.8443889124612602
42,0.0163108281282973,0.000718137,0.0637999999999998,0.93619999999993,0.1852,0.8148,0.0098966933340987,0.0002289767465076,0.0022389595799812,0.0002417442010959,0.0305160081610307,0.0169343341631741,0.0201228918801213,0.0181384840324464,0.0004445197564385,0.0005074314443779,0.0027275229934937,0.0220476970153457,0.0002409296374931,0.0179154754766571,0.0004995989392294,-0.3226888146580233,-0.4821659300387794,-0.6707625860242915,-0.8495074979761376,-0.8846167731212713
43,0.0132194561578931,0.052306837,0.0609999999999997,0.938999999999929,0.1484,0.8516,0.0099126842874763,0.0002279276635108,0.0025789679654169,0.0002378765063662,0.0307459234827301,0.016760616965045,0.0210701131576084,0.0176342296127667,0.0004423234978303,0.0005011192720293,0.0030263246610623,0.0225060034098564,0.000237269626952,0.0175045854958448,0.0004949633544706,-0.2530075827732864,-0.4671716616534956,-0.6839829273330041,-0.8857688375590309,-0.8784209235142549
44,0.0198116330672828,-0.002277772,0.0553999999999998,0.944599999999929,0.1408,0.8592,0.0099557617357035,0.0002273603520447,0.0030995400088594,0.0002393904750607,0.0304186109537653,0.0166051969739712,0.0203968108730222,0.0171409635896082,0.0004357634184945,0.0004753190865992,0.0034793746925263,0.0218078803243908,0.0002387240062455,0.0170655276501265,0.0004714386755581,-0.1492204369260538,-0.4733667840365849,-0.6629303400845225,-0.9247738626279112,-0.9216649775037092
45,-0.0031298731324405,0.040867628,0.93639999999993,0.0635999999999998,0.133,0.867,0.0090591942014583,0.0002227109881554,0.0030868954910735,0.0002389831662026,0.0305155311470276,0.0164521782632642,0.0209756596607112,0.0166677867788323,0.0004140239444737,0.0004656561892982,0.0086793560034771,0.0222444625683912,0.0002237458986791,0.0166391108462617,0.0004380484279905,1.0121970887726637,-0.4590681412700897,-0.7535696109043953,-0.9610550119140064,-0.989044148100708
46,0.0032214438313982,-0.091488073,0.940999999999929,0.0589999999999998,0.1346,0.8654,0.008683145248951,0.0002104185354376,0.0030871483692615,0.0002385340409248,0.0293809197137645,0.0164363153246777,0.0178885486419341,0.0165479165389462,0.0004206907759153,0.0004618749583648,0.0083529814330487,0.0194354217882024,0.0002120773502613,0.0165328950155056,0.0004397261050434,0.9189000100729188,-0.504661954022581,-0.8197604848783747,-0.95491623851684,-0.9636807958246963
47,-0.0222422843164196,-0.055589135,0.0555999999999998,0.944399999999929,0.1718,0.8282,0.0085658852388692,0.0002132332573494,0.002347390194933,0.0002497579531028,0.028384152486289,0.0163272059192338,0.0160077081610085,0.0162589945055875,0.0004349464087477,0.000501938659802,0.0026931385193756,0.0181339812960916,0.0002477271800188,0.0162707132264519,0.0004943216408571,-0.3677323999279441,-0.5220774569443749,-0.5621066091732227,-0.9696671815093372,-0.8023230903392934
48,-0.0123049033086637,0.001126301,0.100800000000001,0.899199999999934,0.1614,0.8386,0.0084233955010139,0.0002147310340659,0.0019509676143738,0.0002486520193459,0.0280870270672267,0.0161572412040005,0.0156317434196677,0.0158536798518674,0.0004349289237159,0.0004953229900595,0.002603388345347,0.0176420262003837,0.0002452327840296,0.0159026746541016,0.0004874053279618,-0.3838047908040982,-0.5244079513495464,-0.571727613117922,-0.9979566220381688,-0.8068370288371414
49,0.0375355189682107,-0.099396014,0.923999999999931,0.0760000000000001,0.152,0.848,0.0101380128032046,0.0002490602542826,0.0020321533245436,0.0002509670888177,0.0267916236041875,0.0161565252595001,0.0127663049156145,0.0157801455358777,0.0002983522090799,0.0004365639662282,0.0095219674828256,0.0148981533562775,0.0002492051737072,0.0158373552538683,0.0003622060408824,1.1933117478844288,-0.5691994424723753,-0.5363861456768861,-0.9863041752588024,-1.119739207125348
50,-0.0195834417406928,-0.040985031,0.166400000000003,0.833599999999941,0.2024,0.7976,0.0098260788755547,0.000255620133334,0.0015044434254544,0.0002559684177733,0.0258868023594222,0.0160013420101045,0.0115357281043887,0.0154835075539149,0.0003138598607434,0.0004561956306021,0.002889163564351,0.0144403855336074,0.0002559104632425,0.0155883172478476,0.0004299489146401,-0.3369617409774037,-0.5703972947273983,-0.4823883650500403,-0.9993414559342312,-0.9190980188954964
51,0.022501497776318,0.080870158,0.164800000000003,0.835199999999941,0.152,0.848,0.0099564759538117,0.0002546263014939,0.0020057738789038,0.0002601319880684,0.0264325785010905,0.0158722201172763,0.0131832635248914,0.0152271026146838,0.0003200716560415,0.0004756039480629,0.0033160495808485,0.0151971594012736,0.0002592246509209,0.0153251604750778,0.0004509676330066,-0.2349033777094885,-0.5486407094496989,-0.4530894915530821,-1.0140775467979792,-0.8475622456388304
52,0.0085104313611985,-0.099376704,0.108800000000001,0.891199999999934,0.1506,0.8494,0.0099467211330188,0.000252922637731,0.0021673766718715,0.0002546942810205,0.0252073219020667,0.0158702879658341,0.0105664639382971,0.015160801430666,0.0003152376528877,0.000450181738797,0.0030137693492441,0.0127713771476408,0.0002545015262305,0.0152676501028623,0.0004326794908545,-0.3029535667219757,-0.5883976539918735,-0.4817153855647497,-1.0019521355107528,-0.8818003957241503
53,-0.0188819352088334,-0.115365566,0.0659999999999998,0.93399999999993,0.18,0.82,0.0098292304375585,0.0002552651506695,0.0016332172695909,0.000259189374558,0.0235898476747551,0.0159124364258005,0.0078021647941236,0.0151684833262321,0.0003383900859488,0.0005056562654534,0.0021741541386766,0.0106439477126372,0.0002589303757813,0.0153023948841544,0.0004850825253743,-0.4967051188961859,-0.6220486081023253,-0.4442096473329204,-0.9786756886815948,-0.7284871522566806
54,-0.0030363770352828,-0.001401034,0.917599999999932,0.0824000000000003,0.2344,0.7656,0.0091393355440873,0.0002499769813346,0.0016227863822909,0.0002586589994533,0.0232209181707519,0.0156866118204435,0.0076173379488169,0.0148655231545357,0.0003327656546182,0.0005006884329086,0.0085199718931546,0.0112748171528384,0.0002506923796275,0.0150579863378244,0.0004039649126133,1.003916387679573,-0.6018855768727761,-0.4992641738066927,-0.9928851920804708,-0.9336585961579508
